COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_RSD,TOTAL_FLAGGED,NEGATIVE_RATIO,ZERO_RATIO,DISCHARGE_RATIO,IQR_RATIO,RoC_RATIO,REPEATED_RATIO,IF_RATIO,RSD_RATIO,TOTAL_IR_RECORDS,TOTAL_IR_NEGATIVE,TOTAL_IR_ZERO,TOTAL_IR_95th,TOTAL_IR_IQR,TOTAL_IR_RoC,TOTAL_IR_REPEATED,TOTAL_IR_IF,TOTAL_IR_RSD,TOTAL_IR_FLAGGED,NEGATIVE_IR_RATIO,ZERO_IR_RATIO,DISCHARGE_IR_RATIO,IQR_IR_RATIO,RoC_IR_RATIO,REPEATED_IR_RATIO,IF_IR_RATIO,RSD_IR_RATIO,TOTAL_NIR_RECORDS,TOTAL_NIR_NEGATIVE,TOTAL_NIR_ZERO,TOTAL_NIR_95th,TOTAL_NIR_IQR,TOTAL_NIR_RoC,TOTAL_NIR_REPEATED,TOTAL_NIR_IF,TOTAL_NIR_RSD,TOTAL_NIR_FLAGGED,NEGATIVE_NIR_RATIO,ZERO_NIR_RATIO,DISCHARGE_NIR_RATIO,IQR_NIR_RATIO,RoC_NIR_RATIO,REPEATED_NIR_RATIO,IF_NIR_RATIO,RSD_NIR_RATIO,TOTAL_IR_FLAGGED_RATIO,TOTAL_NIR_FLAGGED_RATIO,TOTAL_FLAGGED_RATIO,TOTAL_NO_FLAG,TOTAL_IR_NO_FLAG,TOTAL_NIR_NO_FLAG,TOTAL_NO_FLAG_RATIO,TOTAL_IR_NO_FLAG_RATIO,TOTAL_NIR_NO_FLAG_RATIO
WEBER_BASIN         ,Weber Basin Scada,270,WEST WANSHIP DITCH                                                              ,Wanship West Wanship 14  Flow Meter     ,                                                                                                                                                                                                        ,Conveyance,1,270,WEBER RIVER                                                 ,Observational,SPARLING METER                      ,,A,40.79042579,-111.4041335,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=270,48,1948,2025,8296,3,4455,185,444,103,1847,188,79,6552,0.045787545787545784,67.99450549,2.8235653235653237,6.7765567765567765,1.572039072039072,28.18986568986569,2.8693528693528694,1.205738705738706,6043,2,2366,176,435,92,1828,179,77,4432,0.045126354,53.384476534296034,3.9711191335740073,9.814981949458483,2.0758122743682312,41.245487364620935,4.0388086642599275,1.7373646209386282,2253,1,2089,9,9,11,19,9,2,2120,0.047169811,98.53773585,0.42452830188679247,0.42452830188679247,0.5188679245283019,0.8962264150943396,0.42452830188679247,0.094339623,73.34,94.1,78.98,1744,1611,133,21.02217936,26.65894423,5.903240124
WEBER               ,Weber River Dataloggers,368,EAST PORTERVILLE CANAL                                                          ,East Porterville                        ,East Porterville Canal                                                                                                                                                                                  ,Conveyance,1,368,WEBER RIVER                                                 ,Observational,4 FOOT PARSHALL FLUME               ,,A,40.95265186,-111.6580837,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=368,77,1948,2025,13935,0,2850,546,94,2,9295,554,0,12460,0,22.87319422150883,4.382022471910112,0.7544141252006421,0.016051364365971106,74.59871589085071,4.446227929373997,0,11793,0,1292,546,94,2,9220,403,0,10676,0,12.101910828025478,5.114275009366804,0.8804795803671788,0.018733608092918696,86.36193330835519,3.774822030723117,0,2142,0,1558,0,0,0,75,151,0,1784,0,87.33183856502242,0,0,0,4.204035874439462,8.464125560538116,0,90.53,83.29,89.42,1475,1117,358,10.58485827,9.471720512,16.71335201
WEBER               ,Weber River Dataloggers,434,HOOPER CANAL                                                                    ,Hooper Canal                            ,Hooper Canal Diversion from the Willard Canal                                                                                                                                                           ,Conveyance,1,434,WEBER RIVER                                                 ,Observational,10 FOOT PARSHALL FLUME              ,,A,41.2301135,-112.017108,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=434,77,1948,2025,15859,0,3280,531,4,4,7806,628,0,11750,0,27.914893617021274,4.519148936170213,0.034042553,0.034042553,66.43404255319149,5.344680851,0,12556,0,903,531,4,4,7418,570,0,8950,0,10.089385474860336,5.932960893854749,0.044692737,0.044692737,82.88268156424581,6.368715083798883,0,3303,0,2377,0,0,0,388,58,0,2800,0,84.89285714285715,0,0,0,13.857142857142858,2.071428571428571,0,71.28,84.77,74.09,4109,3606,503,25.90957816,28.71933737,15.22858008
SEVIER              ,Sevier River,472,WEST HATCH DITCH                                                                ,9149,West Hatch Ditch                                                                                                                                                                                        ,Conveyance,1,472,SEVIER RIVER                                                ,Observational,3 foot Parshall Flume               ,,A,37.62718634,-112.4876025,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=472,74,1951,2025,21100,0,5341,615,42,1,11458,634,0,16984,0,31.447244465379182,3.6210551106924163,0.24729156853509185,0.005887894,67.46349505416863,3.732925105982101,0,13014,0,2222,615,42,1,7789,565,0,10157,0,21.876538347937384,6.054937481539825,0.41350792556857335,0.009845427,76.68602933937187,5.562666141577237,0,8086,0,3119,0,0,0,3669,69,0,6827,0,45.68624578877984,0,0,0,53.742493042331915,1.0106928372638055,0,78.05,84.43,80.49,4116,2857,1259,19.507109,21.95328108,15.5701212
CU_SCADA            ,CUWCD Scada,481,380 STARVATION RESERVOIR STORAGE CONTENTS                                       ,SD_CALC_RES_CONTENT                     ,Starvation Reservoir Content - Acre-Feet                                                                                                                                                                ,Reservoir,2,481,DUCHESNE RIVER                                              ,Observational,Gage                                ,DIGITAL     ,A,40.19313596,-110.4447086,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=481,33,1992,2025,11788,0,0,584,163,4,217,588,0,1139,0,0,51.273046532045655,14.310798946444251,0.35118525021949076,19.051799824407375,51.62423178226514,0,5897,0,0,544,49,0,76,371,0,776,0,0,70.10309278350515,6.314432989690721,0,9.793814432989691,47.80927835051546,0,5891,0,0,40,114,4,141,217,0,363,0,0,11.019283746556475,31.40495867768595,1.1019283746556474,38.84297520661157,59.77961432506888,0,13.16,6.16,9.66,10649,5121,5528,90.33763149,86.84076649,93.83805805
SEVIER              ,Sevier River,492,EAST HATCH DITCH                                                                ,9128,East Hatch Ditch                                                                                                                                                                                        ,Conveyance,1,492,SEVIER RIVER                                                ,Observational,2 foot Parshall Flume               ,,A,37.63550715,-112.4329586,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=492,74,1951,2025,17876,0,6763,349,7171,4,7617,550,0,14758,0,45.825992681935226,2.3648190811763112,48.59059493156254,0.027103944,51.612684645615936,3.7267922482721234,0,12592,0,2976,305,3260,3,6630,269,0,9852,0,30.20706455542022,3.095818107998376,33.089727974015425,0.03045067,67.29598051157126,2.7304100690215183,0,5284,0,3787,44,3911,1,987,281,0,4906,0,77.19119445576844,0.8968609865470852,79.71871178149205,0.020383204239706482,20.11822258,5.727680391357522,0,78.24,92.85,82.56,3118,2740,378,17.44238085,21.75984752,7.153671461
CU_SCADA            ,CUWCD Scada,494,CUWCD MIDWAY UPPER DAM (OVERFLOW OR BY-PASS)                                    ,SCADA.UMFLOW.F_CV                       ,Upper Midway - SCADA River Gauge                                                                                                                                                                        ,Stream,1,494,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.55412404,-111.4331922,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=494,71,1950,2025,17633,0,277,868,2727,7,1561,834,8,4524,0,6.122900088,19.18656056587091,60.27851458885941,0.15473032714412024,34.50486295313881,18.43501326259947,0.17683465959328026,11739,0,233,867,2714,7,1069,833,8,3975,0,5.861635220125786,21.81132075471698,68.27672955974843,0.1761006289308176,26.893081761006286,20.955974842767294,0.2012578616352201,5894,0,44,1,13,0,492,1,0,549,0,8.014571948998178,0.18214936247723132,2.3679417122040074,0,89.61748633879782,0.18214936247723132,0,33.86,9.31,25.66,13109,7764,5345,74.34356037,66.13851265,90.68544282
USBR                ,USBR,500,USBR WANSHIP RESERVOIR                                                          ,ROCKPORT RES|storage                    ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `ROCKPORT RESERVOIR`|`storage` at 8:30AM                                                                                                                ,Reservoir,1,500,WEBER RIVER                                                 ,Observational,USBR Gage                           ,,A,40.78778149,-111.4039367,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=500,77,1957,2025,126193,0,756,1282,762,0,103624,1340,0,106391,0,0.7105864217837975,1.204989143818556,0.7162259965598594,0,97.39921609910613,1.2595050333204876,0,63641,0,310,1163,316,0,51950,734,0,53651,0,0.5778084285474642,2.167713556131293,0.5889918174870925,0,96.82950923561536,1.3681012469478666,0,62552,0,446,119,446,0,51674,606,0,52740,0,0.8456579446340537,0.22563519150549868,0.8456579446340537,0,97.97876374668184,1.1490329920364049,0,84.3,84.31,84.31,19802,9990,9812,15.69183711,15.69742776,15.68614912
CU_SCADA            ,CUWCD Scada,501,530 STRAWBERRY AQUEDUCT INFLOW                                                  ,OCFLOW_HIST                             ,Strawberry Aqueduct Inflow                                                                                                                                                                              ,Conveyance,3,501,DUCHESNE RIVER                                              ,Observational,10` Parshall Flume                  ,DIGITAL     ,A,40.21589665,-111.106087,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=501,49,1953,2025,14979,0,494,724,1281,2,4291,725,1,5995,0,8.240200166805671,12.07673061,21.367806505421182,0.033361134,71.57631359466222,12.093411175979982,0.016680567139282735,8497,0,202,724,1276,2,2303,725,1,3710,0,5.444743935309973,19.514824797843666,34.39353099730458,0.053908356,62.075471698113205,19.541778975741238,0.026954177897574125,6482,0,292,0,5,0,1988,0,0,2285,0,12.778993435448577,0,0.2188183807439825,0,87.00218818380743,0,0,43.66,35.25,40.02,8984,4787,4197,59.97730156,56.33753089,64.7485344
DUCHESNE            ,Duchesne River,509,070 RHOADES CANAL                                                               ,8428,Rhoades Canal                                                                                                                                                                                           ,Conveyance,2,509,DUCHESNE RIVER                                              ,Observational,Estimate                            ,DIGITAL     ,A,40.47764471,-110.8268015,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=509,76,1949,2025,14834,0,2121,635,630,2,3784,635,0,6564,0,32.31261425959781,9.673979280926265,9.597806215722121,0.030469226081657527,57.647775746496045,9.673979280926265,0,12017,0,1221,635,630,2,2866,597,0,4716,0,25.890585241730278,13.464800678541136,13.358778625954198,0.042408821,60.77184054283291,12.659033078880407,0,2817,0,900,0,0,0,918,38,0,1848,0,48.701298701298704,0,0,0,49.67532467532468,2.0562770562770565,0,39.24,65.6,44.25,8270,7301,969,55.75030336,60.75559624,34.39829606
DUCHESNE            ,Duchesne River,510,160 FARM CREEK CANAL                                                            ,8592,Farm Creek Canal                                                                                                                                                                                        ,Conveyance,3,510,DUCHESNE RIVER                                              ,Observational,Recorder                            ,FLOWMETER   ,A,40.40155806,-110.7632903,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=510,77,1949,2025,14350,1,1375,645,219,0,2743,618,0,4784,0.020903010033444816,28.741638795986624,13.482441471571907,4.577759197324414,0,57.33695652173913,12.918060200668895,0,12266,1,826,641,216,0,2159,553,0,3617,0.027647221,22.83660492120542,17.721868952170308,5.971799834116672,0,59.69035111971247,15.288913464196849,0,2084,0,549,4,3,0,584,65,0,1167,0,47.04370179948586,0.34275921165381323,0.2570694087403599,0,50.04284490145673,5.569837189374464,0,29.49,56,33.34,9566,8649,917,66.66202091,70.51198435,44.00191939
DUCHESNE            ,Duchesne River,512,190 JASPER PIKE CANAL                                                           ,8200,JASPER PIKE WATER FLOW 8200                                                                                                                                                                             ,Conveyance,3,512,DUCHESNE RIVER                                              ,Observational,Recorder                            ,DIGITAL     ,A,40.38552079,-110.7444065,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=512,85,1935,2025,15808,0,1595,663,421,3,5814,705,0,8072,0,19.75966303270565,8.213577799801785,5.215559960356789,0.037165510406342916,72.02675916749257,8.733894945490585,0,13556,0,935,663,421,3,5033,597,0,6581,0,14.207567239021426,10.07445676948792,6.3972040723294334,0.045585777237501894,76.47773894544902,9.071569670262877,0,2252,0,660,0,0,0,781,108,0,1491,0,44.26559356136821,0,0,0,52.38095238095239,7.2434607645875255,0,48.55,66.21,51.06,7736,6975,761,48.93724696,51.45323104,33.79218472
DUCHESNE            ,Duchesne River,513,360 PIONEER CANAL                                                               ,8768,Pioneeer at Head                                                                                                                                                                                        ,Conveyance,4,513,DUCHESNE RIVER                                              ,Observational,Recorder                            ,DIGITAL     ,A,40.2839802,-110.4633858,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=513,68,1953,2025,13263,1,1374,517,306,11,3426,558,0,5453,0.018338529249954154,25.197139189437006,9.481019622226297,5.611589950485971,0.20172382174949566,62.827801210342926,10.232899321474417,0,11446,1,912,513,302,10,2885,469,0,4371,0.022878059940517045,20.864790665751546,11.736444749485244,6.909174102036148,0.22878059940517045,66.00320292839167,10.729810112102493,0,1817,0,462,4,4,1,541,89,0,1082,0,42.69870609981516,0.36968576709796674,0.36968576709796674,0.092421442,50,8.225508318,0,38.19,59.55,41.11,7810,7075,735,58.88562165,61.81198672,40.45129334
DUCHESNE            ,Duchesne River,516,420 DUCHESNE FEEDER CANAL                                                       ,8078,DUCHESNE FEEDER CANAL                                                                                                                                                                                   ,Conveyance,1,516,DUCHESNE RIVER                                              ,Observational,CR-10 DATA LOGGER & AUTOMATIC GATE  ,DIGITAL     ,A,40.1713339,-110.3030198,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=516,84,1942,2025,18018,0,1314,800,11,2,1815,834,0,4215,0,31.17437722419929,18.979833926453143,0.2609727164887307,0.047449585,43.06049822064057,19.78647687,0,14693,0,742,799,10,0,1309,529,0,2840,0,26.12676056338028,28.133802816901408,0.35211267605633806,0,46.09154929577465,18.62676056338028,0,3325,0,572,1,1,2,506,305,0,1375,0,41.6,0.072727273,0.072727273,0.14545454545454545,36.8,22.181818181818183,0,19.33,41.35,23.39,13803,11853,1950,76.60672661,80.67106786,58.64661654
DWCCC               ,Davis and Weber Counties Canal Company,518,DWCCC AT HEADWORKS                                                              ,Headworks ADFM Flow                     ,                                                                                                                                                                                                        ,Conveyance,1,518,WEBER RIVER                                                 ,Observational,                                    ,,A,41.13761059,-111.8874451,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=518,51,1975,2025,11666,0,3823,391,2,4,2775,391,1,7069,0,54.08119960390437,5.531192530768143,0.028292544914415053,0.05658509,39.25590606875088,5.531192530768143,0.014146272457207527,8723,0,1312,389,2,4,2639,385,1,4414,0,29.72360670593566,8.812868147,0.045310376076121435,0.090620752,59.78704123244223,8.722247394653376,0.022655188038060717,2943,0,2511,2,0,0,136,6,0,2655,0,94.57627118644068,0.075329567,0,0,5.122410546,0.22598870056497175,0,50.6,90.21,60.59,4597,4309,288,39.40510886,49.39814284,9.785932722
