COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO
SEVIER              ,Sevier River,711,EAST PANGUITCH CANAL                                                            ,9132,East Panguitch Canal                                                                                                                                                                                    ,Conveyance,1,711,SEVIER RIVER                                                ,Observational,4 foot Parshall Flume               ,,A,37.82371478,-112.4043768,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=711,98,1915,2024,29877,0,4682,1153,38,2,9686,1204,15474,51.79%,15.67%
SEVIER              ,Sevier River,712,LEFEVRE-BARTON-TEBBS DITCH                                                      ,9118,Bartin  LeFevre Tebbs Canal                                                                                                                                                                             ,Conveyance,1,712,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,37.87787186,-112.4296682,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=712,95,1915,2025,25222,0,5446,911,338,5,13275,944,19458,77.15%,21.59%
SEVIER              ,Sevier River,713,MCEWAN CANAL                                                                    ,9145,McEwan Canal                                                                                                                                                                                            ,Conveyance,1,713,SEVIER RIVER                                                ,Observational,20 CFS RAMP FLUME                   ,DIGITAL     ,A,37.87720748,-112.4262784,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=713,96,1915,2024,24577,0,6132,831,7628,6,11507,808,18570,75.56%,24.95%
SEVIER              ,Sevier River,714,BEAR CREEK CANAL                                                                ,9124,Bear Creek Canal                                                                                                                                                                                        ,Conveyance,1,714,SEVIER RIVER                                                ,Observational,10 CFS RAMP FLUME                   ,DIGITAL     ,A,37.96116886,-112.4120875,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=714,72,1951,2024,17894,0,6295,468,6463,7,6801,548,13518,75.54%,35.18%
SEVIER              ,Sevier River,719,FOX CANAL (AKA LOSS CANAL)                                                      ,3906,Loss Creek Canal                                                                                                                                                                                        ,Conveyance,1,719,SEVIER RIVER                                                ,Observational,6 FOOT PARSHALL                     ,DIGITAL     ,A,38.14846171,-112.2914786,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=719,96,1915,2025,24147,0,3678,955,1332,8,7423,992,12317,51.01%,15.23%
SEVIER              ,Sevier River,720,WEST CANAL - CIRCLEVILLE                                                        ,4139,West Canal                                                                                                                                                                                              ,Conveyance,1,720,SEVIER RIVER                                                ,Observational,6 ft Parshall flume                 ,DIGITAL     ,A,38.15137006,-112.2906036,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=720,97,1915,2025,28194,0,4274,1082,69,1,7563,1196,12962,45.97%,15.16%
SEVIER              ,Sevier River,721,OLD KINGSTON CANAL                                                              ,3943,Old Kingston Canal                                                                                                                                                                                      ,Conveyance,1,721,SEVIER RIVER                                                ,Observational,6 FOOT PARSHALL                     ,DIGITAL     ,A,38.15095075,-112.2894206,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=721,96,1915,2025,27479,0,4207,1151,440,3,7718,1145,13060,47.53%,15.31%
SEVIER              ,Sevier River,722,DALTON-THOMPSON CANAL                                                           ,3780,Dalton Thompsen                                                                                                                                                                                         ,Conveyance,1,722,SEVIER RIVER                                                ,Observational,4 foot Parshall Flume               ,DIGITAL     ,A,38.16622138,-112.2695293,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=722,92,1920,2025,24285,0,5744,830,349,5,8013,801,14452,59.51%,23.65%
SEVIER              ,Sevier River,723,JUNCTION CANAL                                                                  ,3887,JUNCTION CANAL                                                                                                                                                                                          ,Conveyance,1,723,SEVIER RIVER                                                ,Observational,Rated Orfice installed 2019         ,DIGITAL     ,A,38.19831604,-112.2290927,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=723,89,1932,2024,19952,0,1718,912,2796,7,12462,817,14794,74.15%,8.61%
SEVIER              ,Sevier River,724,JUNCTION MIDDLE DITCH                                                           ,3891,JUNCTION MIDDLE DITCH                                                                                                                                                                                   ,Conveyance,1,724,SEVIER RIVER                                                ,Observational,1.5 foot Parshall Flume             ,DIGITAL     ,A,38.20851707,-112.2100531,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=724,95,1915,2025,20410,0,2530,893,324,23,10883,734,13930,68.25%,12.40%
SEVIER              ,Sevier River,725,OTTER CREEK RESERVOIR OUTLET                                                    ,3951,Otter Creek Reservoir Outflow                                                                                                                                                                           ,Reservoir Release,1,725,SEVIER RIVER                                                ,Observational,15 foot Parshall Flume              ,,A,38.16679357,-112.0266483,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=725,98,1915,2025,23177,0,3175,999,274,9,9054,997,13078,56.43%,13.70%
SEVIER              ,Sevier River,726,KINGSTON - ALLEN DITCH                                                          ,3656,"Allen Ditch, also called KINGSTON #1                                                                                                                                                                    ",Conveyance,1,726,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.20603198,-112.1825916,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=726,71,1951,2025,16021,0,8188,227,2,3,1854,334,10283,64.18%,51.11%
SEVIER              ,Sevier River,727,KINGSTON MAIN CANAL (KINGSTON #2)                                               ,3895,Kingston Canal (North and West)                                                                                                                                                                         ,Conveyance,1,727,SEVIER RIVER                                                ,Observational,8 foot contracted rectangular weir  ,DIGITAL     ,A,38.20653136,-112.1824401,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=727,65,1915,2025,14853,0,1902,631,10,10,4584,572,7096,47.77%,12.81%
