COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_RSD,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO,REPEATED_RATIO
DUCHESNE            ,Duchesne River,555,490 LELAND CANAL                                                                ,8686,LELAND CANAL                                                                                                                                                                                            ,Conveyance,5.0,555,DUCHESNE RIVER                                              ,Observational,3`Parshall Flume                    ,DIGITAL     ,A,40.20851923,-109.7994873,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=555,33,1935.0,2025.0,6408,0,270,307,101,15,3231,306,2,3858,60.21%,4.21%,83.75%
WEBER_BASIN         ,Weber Basin Scada,580,WEBER BASIN GATEWAY CANAL STODDARD DIVERSON                                     ,Stoddard Flow                           ,                                                                                                                                                                                                        ,Conveyance,1.0,580,WEBER RIVER                                                 ,Observational,USBR and/or WBWCD Gage              ,,A,41.07458447,-111.7371999,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=580,37,1957.0,2025.0,10556,0,729,492,1,2,2160,483,0,3542,33.55%,6.91%,60.98%
SEVIER              ,Sevier River,710,LONG & EAST BENCH CANAL                                                         ,9141,Long and East Bench Canal                                                                                                                                                                               ,Conveyance,1.0,710,SEVIER RIVER                                                ,Observational,7 FT PARSHALL FLUME                 ,DIGITAL     ,A,37.81895261,-112.3958744,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=710,93,1933.0,2025.0,27288,0,4042,1125,109,0,7568,1125,0,12753,46.73%,14.81%,59.34%
SEVIER              ,Sevier River,711,EAST PANGUITCH CANAL                                                            ,9132,East Panguitch Canal                                                                                                                                                                                    ,Conveyance,1.0,711,SEVIER RIVER                                                ,Observational,4 foot Parshall Flume               ,,A,37.82371478,-112.4043768,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=711,98,1915.0,2024.0,29877,0,4682,1153,38,2,9686,1204,0,15474,51.79%,15.67%,62.60%
SEVIER              ,Sevier River,712,LEFEVRE-BARTON-TEBBS DITCH                                                      ,9118,Bartin  LeFevre Tebbs Canal                                                                                                                                                                             ,Conveyance,1.0,712,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,37.87787186,-112.4296682,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=712,95,1915.0,2025.0,25223,0,5447,911,338,5,13275,944,0,19459,77.15%,21.60%,68.22%
SEVIER              ,Sevier River,713,MCEWAN CANAL                                                                    ,9145,McEwan Canal                                                                                                                                                                                            ,Conveyance,1.0,713,SEVIER RIVER                                                ,Observational,20 CFS RAMP FLUME                   ,DIGITAL     ,A,37.87720748,-112.4262784,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=713,96,1915.0,2024.0,24577,0,6132,831,7628,6,11507,808,1,18570,75.56%,24.95%,61.97%
SEVIER              ,Sevier River,714,BEAR CREEK CANAL                                                                ,9124,Bear Creek Canal                                                                                                                                                                                        ,Conveyance,1.0,714,SEVIER RIVER                                                ,Observational,10 CFS RAMP FLUME                   ,DIGITAL     ,A,37.96116886,-112.4120875,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=714,72,1951.0,2024.0,17894,0,6295,468,6463,7,6801,548,0,13518,75.54%,35.18%,50.31%
SEVIER              ,Sevier River,719,FOX CANAL (AKA LOSS CANAL)                                                      ,3906,Loss Creek Canal                                                                                                                                                                                        ,Conveyance,1.0,719,SEVIER RIVER                                                ,Observational,6 FOOT PARSHALL                     ,DIGITAL     ,A,38.14846171,-112.2914786,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=719,96,1915.0,2025.0,24148,0,3678,955,1332,8,7423,993,0,12318,51.01%,15.23%,60.26%
SEVIER              ,Sevier River,720,WEST CANAL - CIRCLEVILLE                                                        ,4139,West Canal                                                                                                                                                                                              ,Conveyance,1.0,720,SEVIER RIVER                                                ,Observational,6 ft Parshall flume                 ,DIGITAL     ,A,38.15137006,-112.2906036,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=720,97,1915.0,2025.0,28195,0,4274,1082,69,1,7563,1094,0,12909,45.78%,15.16%,58.59%
SEVIER              ,Sevier River,721,OLD KINGSTON CANAL                                                              ,3943,Old Kingston Canal                                                                                                                                                                                      ,Conveyance,1.0,721,SEVIER RIVER                                                ,Observational,6 FOOT PARSHALL                     ,DIGITAL     ,A,38.15095075,-112.2894206,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=721,96,1915.0,2025.0,27480,0,4207,1151,440,3,7718,1102,0,13069,47.56%,15.31%,59.06%
SEVIER              ,Sevier River,722,DALTON-THOMPSON CANAL                                                           ,3780,Dalton Thompsen                                                                                                                                                                                         ,Conveyance,1.0,722,SEVIER RIVER                                                ,Observational,4 foot Parshall Flume               ,DIGITAL     ,A,38.16622138,-112.2695293,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=722,92,1920.0,2025.0,24286,0,5744,830,349,5,8013,867,0,14460,59.54%,23.65%,55.41%
SEVIER              ,Sevier River,723,JUNCTION CANAL                                                                  ,3887,JUNCTION CANAL                                                                                                                                                                                          ,Conveyance,1.0,723,SEVIER RIVER                                                ,Observational,Rated Orfice installed 2019         ,DIGITAL     ,A,38.19831604,-112.2290927,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=723,89,1932.0,2024.0,19952,0,1718,912,2796,7,12462,817,0,14794,74.15%,8.61%,84.24%
SEVIER              ,Sevier River,724,JUNCTION MIDDLE DITCH                                                           ,3891,JUNCTION MIDDLE DITCH                                                                                                                                                                                   ,Conveyance,1.0,724,SEVIER RIVER                                                ,Observational,1.5 foot Parshall Flume             ,DIGITAL     ,A,38.20851707,-112.2100531,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=724,95,1915.0,2025.0,20411,0,2530,893,324,23,10883,801,1,13960,68.39%,12.40%,77.96%
SEVIER              ,Sevier River,725,OTTER CREEK RESERVOIR OUTLET                                                    ,3951,Otter Creek Reservoir Outflow                                                                                                                                                                           ,Reservoir Release,1.0,725,SEVIER RIVER                                                ,Observational,15 foot Parshall Flume              ,,A,38.16679357,-112.0266483,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=725,98,1915.0,2025.0,23178,0,3175,999,274,9,9054,993,8,13074,56.41%,13.70%,69.25%
